LJQEOJM42ZJIADCV,1,0,http://www.wikidata.org/entity/Q4558406
LJQEOJM42ZJIADCV,1,1,http://www.wikidata.org/entity/Q50776
LJQEOJM42ZJIADCV,1,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,1,3,http://www.wikidata.org/entity/Q3044572
LJQEOJM42ZJIADCV,2,0,http://www.wikidata.org/entity/Q4558256
LJQEOJM42ZJIADCV,2,1,http://www.wikidata.org/entity/Q50776
LJQEOJM42ZJIADCV,2,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,2,3,http://www.wikidata.org/entity/Q3044572
LJQEOJM42ZJIADCV,3,0,http://www.wikidata.org/entity/Q4605659
LJQEOJM42ZJIADCV,3,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,3,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,3,3,http://www.wikidata.org/entity/Q2742645
LJQEOJM42ZJIADCV,4,0,http://www.wikidata.org/entity/Q4589189
LJQEOJM42ZJIADCV,4,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,4,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,4,3,http://www.wikidata.org/entity/Q2742645
LJQEOJM42ZJIADCV,5,0,http://www.wikidata.org/entity/Q4587478
LJQEOJM42ZJIADCV,5,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,5,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,5,3,http://www.wikidata.org/entity/Q2742645
LJQEOJM42ZJIADCV,6,0,http://www.wikidata.org/entity/Q4602443
LJQEOJM42ZJIADCV,6,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,6,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,6,3,http://www.wikidata.org/entity/Q2738554
LJQEOJM42ZJIADCV,7,0,http://www.wikidata.org/entity/Q4594444
LJQEOJM42ZJIADCV,7,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,7,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,7,3,http://www.wikidata.org/entity/Q2736412
LJQEOJM42ZJIADCV,8,0,http://www.wikidata.org/entity/Q4591140
LJQEOJM42ZJIADCV,8,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,8,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,8,3,http://www.wikidata.org/entity/Q2736412
LJQEOJM42ZJIADCV,9,0,http://www.wikidata.org/entity/Q4577845
LJQEOJM42ZJIADCV,9,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,9,2,http://www.wikidata.org/entity/Q330136
LJQEOJM42ZJIADCV,9,3,http://www.wikidata.org/entity/Q2736412
LJQEOJM42ZJIADCV,10,0,http://www.wikidata.org/entity/Q4565274
LJQEOJM42ZJIADCV,10,1,http://www.wikidata.org/entity/Q17374546
LJQEOJM42ZJIADCV,10,2,http://www.wikidata.org/entity/Q619041
LJQEOJM42ZJIADCV,10,3,http://www.wikidata.org/entity/Q2521385
ST7TOX53V6ALUEUX,1,0,http://www.wikidata.org/entity/Q150843
ST7TOX53V6ALUEUX,1,1,http://www.wikidata.org/entity/Q41581
ST7TOX53V6ALUEUX,2,0,http://www.wikidata.org/entity/Q150831
ST7TOX53V6ALUEUX,2,1,http://www.wikidata.org/entity/Q41581
ST7TOX53V6ALUEUX,3,0,http://www.wikidata.org/entity/Q150808
ST7TOX53V6ALUEUX,3,1,http://www.wikidata.org/entity/Q41581
ST7TOX53V6ALUEUX,4,0,http://www.wikidata.org/entity/Q150788
ST7TOX53V6ALUEUX,4,1,http://www.wikidata.org/entity/Q41581
ST7TOX53V6ALUEUX,5,0,http://www.wikidata.org/entity/Q5287812
ST7TOX53V6ALUEUX,5,1,http://www.wikidata.org/entity/Q41581
ST7TOX53V6ALUEUX,6,0,http://www.wikidata.org/entity/Q150717
ST7TOX53V6ALUEUX,6,1,http://www.wikidata.org/entity/Q41581
KUIPL4LJCXWZUEV0,1,0,http://www.wikidata.org/entity/Q21530632
KUIPL4LJCXWZUEV0,1,2,http://www.wikidata.org/entity/Q7200
KUIPL4LJCXWZUEV0,1,3,http://www.wikidata.org/entity/Q7737
KUIPL4LJCXWZUEV0,2,0,http://www.wikidata.org/entity/Q19176826
KUIPL4LJCXWZUEV0,2,2,http://www.wikidata.org/entity/Q1875077
KUIPL4LJCXWZUEV0,2,3,http://www.wikidata.org/entity/Q1979615
KUIPL4LJCXWZUEV0,3,0,http://www.wikidata.org/entity/Q69919215
